Level,District Code,District_Name,School Code,School_Name,Content,Test_Grade,# of Total Records,Valid_Scores,# of No Scores,Participation Rate,Mean Scale Score,# Did Not Yet Meet Expectations,Percent_Did_Not_Yet_Meet_Expectations,# Partially Met Expectations,Percent_Partially_Met_Expectations,# Approached Expectations,Percent_Approached_Expectations,# Met Expectations,Percent_Met_Expectations,# Exceeded Expectations,Percent_Exceeded_Expectations,# Met or Exceeded Expectations,Percent_Met_or_Exceeded_Expectations,2017 Mean Scale Score**,2017 # Met or Exceeded Expectations**,2017 % Met or Exceeded Expectations**,% Change in Met or Exceeded Expectations**
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      52,      52,       0,100.0,740,*,*,       9,17.3,*,*,*,*,*,*,      22,42.3,732,      21,29.6,  12.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      65,      64,       1,98.5,744,*,*,*,*,      16,25.0,      24,37.5,       5,7.8,      29,45.3,743,      22,36.1,   9.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,English Language Arts,All Grades,     522,     504,      18,96.6,763,      15,3.0,      44,8.7,      96,19.0,     247,49.0,     102,20.2,     349,69.2,756,     319,60.8,   8.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 06,     174,     174,       0,100.0,759,       4,2.3,      16,9.2,      37,21.3,     102,58.6,      15,8.6,     117,67.2,763,     126,71.6,  -4.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 07,     187,     180,       7,96.3,771,       6,3.3,      12,6.7,      22,12.2,      74,41.1,      66,36.7,     140,77.8,754,      94,58.4,  19.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 08,     161,     150,      11,93.2,759,       5,3.3,      16,10.7,      37,24.7,      71,47.3,      21,14.0,      92,61.3,751,      99,52.7,   8.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,All Grades,     522,     505,      17,96.7,746,      28,5.5,      68,13.5,     172,34.1,     227,45.0,      10,2.0,     237,46.9,745,     243,46.5,   0.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,Mathematics Grade 06,     174,     174,       0,100.0,745,       7,4.0,      23,13.2,      65,37.4,      75,43.1,       4,2.3,      79,45.4,750,      92,52.6,  -7.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,Mathematics Grade 07,     187,     181,       6,96.8,745,       8,4.4,      26,14.4,      63,34.8,*,*,*,*,      84,46.4,741,      53,36.6,   9.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,Mathematics Grade 08,     101,      95,       6,94.1,733,*,*,*,*,      38,40.0,*,*,*,*,      25,26.3,727,      22,19.1,   7.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,Algebra I,      45,      43,       2,95.6,773,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,English Language Arts,All Grades,     457,     449,       8,98.2,771,       7,1.6,      23,5.1,      61,13.6,     271,60.4,      87,19.4,     358,79.7,771,     361,79.2,   0.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,     116,     115,       1,99.1,772,*,*,*,*,      19,16.5,      75,65.2,      14,12.2,      89,77.4,765,      90,69.2,   8.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,     124,     121,       3,97.6,771,*,*,*,*,      14,11.6,      66,54.5,      31,25.6,      97,80.2,777,      97,88.2,  -8.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,     110,     108,       2,98.2,763,*,*,*,*,      24,22.2,      67,62.0,      10,9.3,      77,71.3,768,      80,73.4,  -2.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,     107,     105,       2,98.1,780,*,*,*,*,       4,3.8,      63,60.0,      32,30.5,      95,90.5,777,      94,87.9,   2.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,Mathematics,All Grades,     457,     452,       5,98.9,766,       7,1.5,      27,6.0,      89,19.7,     236,52.2,      93,20.6,     329,72.8,761,     308,67.5,   5.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,     116,     116,       0,100.0,775,*,*,*,*,*,*,      59,50.9,      34,29.3,      93,80.2,765,      93,71.5,   8.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,     124,     122,       2,98.4,754,*,*,*,*,      30,24.6,      70,57.4,       5,4.1,      75,61.5,758,      66,60.0,   1.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,     110,     108,       2,98.2,771,*,*,*,*,      22,20.4,      47,43.5,      32,29.6,      79,73.1,759,      73,67.0,   6.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,     107,     106,       1,99.1,766,*,*,*,*,*,*,      60,56.6,      22,20.8,      82,77.4,762,      76,71.0,   6.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,English Language Arts,All Grades,     276,     273,       3,98.9,733,      50,18.3,      61,22.3,      74,27.1,      78,28.6,      10,3.7,      88,32.2,731,      94,33.0,  -0.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      74,      74,       0,100.0,725,      17,23.0,      21,28.4,      17,23.0,*,*,*,*,      19,25.7,731,      24,32.9,  -7.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      76,      75,       1,98.7,737,      12,16.0,      17,22.7,      19,25.3,      21,28.0,       6,8.0,      27,36.0,725,      19,27.5,   8.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      63,      63,       0,100.0,737,      13,20.6,       9,14.3,      17,27.0,*,*,*,*,      24,38.1,731,      17,25.8,  12.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      63,      61,       2,96.8,735,       8,13.1,      14,23.0,      21,34.4,*,*,*,*,      18,29.5,736,      34,44.2, -14.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,Mathematics,All Grades,     276,     270,       6,97.8,726,      53,19.6,      82,30.4,      76,28.1,      55,20.4,       4,1.5,      59,21.9,728,      77,26.8,  -4.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      74,      74,       0,100.0,726,      16,21.6,      20,27.0,      18,24.3,*,*,*,*,      20,27.0,728,      21,28.4,  -1.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      76,      75,       1,98.7,728,      11,14.7,      24,32.0,      23,30.7,*,*,*,*,      17,22.7,722,      12,17.4,   5.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      63,      63,       0,100.0,724,      15,23.8,      18,28.6,      19,30.2,*,*,*,*,      11,17.5,731,      18,27.3,  -9.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      63,      58,       5,92.1,724,      11,19.0,      20,34.5,      16,27.6,*,*,*,*,      11,19.0,730,      26,33.3, -14.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,English Language Arts,All Grades,     304,     302,       2,99.3,768,       6,2.0,      33,10.9,      46,15.2,     146,48.3,      71,23.5,     217,71.9,770,     214,71.6,   0.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      78,      78,       0,100.0,755,*,*,*,*,      18,23.1,      34,43.6,       6,7.7,      40,51.3,756,      40,54.1,  -2.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      77,      76,       1,98.7,762,*,*,*,*,      13,17.1,      34,44.7,      18,23.7,      52,68.4,773,      64,77.1,  -8.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      85,      85,       0,100.0,774,*,*,*,*,*,*,      47,55.3,      21,24.7,      68,80.0,778,      48,81.4,  -1.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      64,      63,       1,98.4,784,*,*,*,*,*,*,      31,49.2,      26,41.3,      57,90.5,773,      62,74.7,  15.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,Mathematics,All Grades,     304,     303,       1,99.7,757,       8,2.6,      31,10.2,      79,26.1,     140,46.2,      45,14.9,     185,61.1,756,     170,56.5,   4.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      78,      78,       0,100.0,761,*,*,*,*,      20,25.6,      31,39.7,      18,23.1,      49,62.8,759,      45,60.0,   2.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      77,      76,       1,98.7,747,*,*,*,*,      24,31.6,*,*,*,*,      38,50.0,756,      49,58.3,  -8.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      85,      85,       0,100.0,758,*,*,*,*,      19,22.4,      46,54.1,      11,12.9,      57,67.1,758,      34,57.6,   9.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      64,      64,       0,100.0,763,*,*,*,*,      16,25.0,*,*,*,*,      41,64.1,751,      42,50.6,  13.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,English Language Arts,All Grades,     184,     183,       1,99.5,732,      36,19.7,      38,20.8,      53,29.0,      49,26.8,       7,3.8,      56,30.6,730,      50,27.9,   2.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      48,      47,       1,97.9,723,      15,31.9,       9,19.1,      11,23.4,*,*,*,*,      12,25.5,720,       8,16.7,   8.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      43,      43,       0,100.0,732,*,*,*,*,      12,27.9,*,*,*,*,      13,30.2,723,       7,14.3,  15.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      50,      50,       0,100.0,730,       9,18.0,      12,24.0,      15,30.0,*,*,*,*,      14,28.0,741,      22,48.9, -20.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      43,      43,       0,100.0,744,*,*,*,*,      15,34.9,*,*,*,*,      17,39.5,738,      13,35.1,   4.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Mathematics,All Grades,     184,     183,       1,99.5,713,      68,37.2,      54,29.5,      42,23.0,*,*,*,*,      19,10.4,722,      38,21.2, -10.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      48,      47,       1,97.9,712,      18,38.3,      11,23.4,      12,25.5,*,*,*,*,       6,12.8,726,      15,31.3, -18.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      43,      43,       0,100.0,714,      17,39.5,      10,23.3,       9,20.9,*,*,*,*,       7,16.3,711,       4,8.2,   8.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      50,      50,       0,100.0,707,      23,46.0,      17,34.0,*,*,*,*,*,*,*,*,728,      10,22.2,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      43,      43,       0,100.0,720,      10,23.3,      16,37.2,*,*,*,*,*,*,*,*,726,       9,24.3,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,English Language Arts,All Grades,     184,     172,      12,93.5,760,       4,2.3,      15,8.7,      43,25.0,      94,54.7,      16,9.3,     110,64.0,751,      80,51.3,  12.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      58,      55,       3,94.8,761,*,*,*,*,      18,32.7,*,*,*,*,      32,58.2,756,      26,53.1,   5.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      59,      54,       5,91.5,749,*,*,*,*,      18,33.3,*,*,*,*,      26,48.1,752,      34,61.8, -13.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      67,      63,       4,94.0,768,*,*,*,*,       7,11.1,      42,66.7,      10,15.9,      52,82.5,745,      20,38.5,  44.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,Mathematics,All Grades,     184,     176,       8,95.7,753,       5,2.8,      20,11.4,      53,30.1,      81,46.0,      17,9.7,      98,55.7,746,      74,46.8,   8.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      58,      56,       2,96.6,761,*,*,*,*,*,*,      31,55.4,       8,14.3,      39,69.6,752,      26,52.0,  17.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      59,      57,       2,96.6,742,*,*,*,*,      20,35.1,*,*,*,*,      23,40.4,743,      24,44.4,  -4.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      67,      63,       4,94.0,756,*,*,*,*,*,*,*,*,*,*,      36,57.1,744,      24,44.4,  12.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,English Language Arts,All Grades,     178,     175,       3,98.3,739,      20,11.4,      35,20.0,      54,30.9,*,*,*,*,      66,37.7,741,      70,39.5,  -1.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      51,      51,       0,100.0,732,      12,23.5,       7,13.7,      14,27.5,*,*,*,*,      18,35.3,738,      18,45.0,  -9.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      37,      36,       1,97.3,744,*,*,*,*,      11,30.6,*,*,*,*,      16,44.4,744,      22,45.8,  -1.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      51,      49,       2,96.1,745,       4,8.2,      10,20.4,      11,22.4,*,*,*,*,      24,49.0,741,      15,32.6,  16.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      39,      39,       0,100.0,734,*,*,*,*,      18,46.2,*,*,*,*,       8,20.5,739,      15,34.9, -14.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,Mathematics,All Grades,     179,     177,       2,98.9,731,      26,14.7,      49,27.7,      51,28.8,*,*,*,*,      51,28.8,733,      54,30.5,  -1.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      51,      51,       0,100.0,727,       8,15.7,      17,33.3,      12,23.5,*,*,*,*,      14,27.5,740,      13,32.5,  -5.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      38,      37,       1,97.4,742,*,*,*,*,      11,29.7,*,*,*,*,      14,37.8,736,      18,36.7,   1.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      51,      50,       1,98.0,729,      10,20.0,      12,24.0,      14,28.0,*,*,*,*,      14,28.0,725,       8,17.8,  10.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      39,      39,       0,100.0,728,*,*,*,*,      14,35.9,*,*,*,*,       9,23.1,731,      15,34.9, -11.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,All Grades,     318,     308,      10,96.9,750,       9,2.9,      53,17.2,      87,28.2,     140,45.5,      19,6.2,     159,51.6,751,     164,53.2,  -1.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 03,      54,      54,       0,100.0,749,       4,7.4,       8,14.8,      12,22.2,*,*,*,*,      30,55.6,738,      20,36.4,  19.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 04,      52,      51,       1,98.1,745,*,*,*,*,      15,29.4,*,*,*,*,      24,47.1,743,      25,46.3,   0.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 05,      56,      56,       0,100.0,751,*,*,*,*,      22,39.3,*,*,*,*,      28,50.0,753,      34,63.0, -13.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 06,      56,      52,       4,92.9,742,*,*,*,*,      18,34.6,*,*,*,*,      20,38.5,747,      23,41.8,  -3.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 07,      48,      47,       1,97.9,754,*,*,*,*,      13,27.7,      21,44.7,       5,10.6,      26,55.3,763,      31,67.4, -12.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,English Language Arts,English Language Arts Grade 08,      52,      48,       4,92.3,759,*,*,*,*,       7,14.6,      25,52.1,       6,12.5,      31,64.6,765,      31,70.5,  -5.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,All Grades,     318,     309,       9,97.2,747,      11,3.6,      47,15.2,     111,35.9,     123,39.8,      17,5.5,     140,45.3,744,     125,40.3,   5.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 03,      54,      54,       0,100.0,752,*,*,*,*,      17,31.5,      22,40.7,       6,11.1,      28,51.9,744,      24,43.6,   8.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 04,      52,      52,       0,100.0,740,*,*,*,*,      22,42.3,*,*,*,*,      17,32.7,741,      21,38.2,  -5.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 05,      56,      56,       0,100.0,747,*,*,*,*,      17,30.4,      22,39.3,       4,7.1,      26,46.4,750,      23,41.8,   4.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 06,      56,      52,       4,92.9,748,*,*,*,*,      21,40.4,*,*,*,*,      24,46.2,742,      18,32.7,  13.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 07,      48,      47,       1,97.9,749,*,*,*,*,      19,40.4,*,*,*,*,      24,51.1,734,       6,19.4,  31.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Mathematics Grade 08,      26,      25,       1,96.2,731,*,*,*,*,       9,36.0,*,*,*,*,       5,20.0,730,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Algebra I,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,All Grades,     261,     255,       6,97.7,737,      28,11.0,      63,24.7,      74,29.0,      79,31.0,      11,4.3,      90,35.3,736,      89,36.9,  -1.6
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 03,      46,      46,       0,100.0,726,       8,17.4,      12,26.1,      16,34.8,*,*,*,*,      10,21.7,722,      10,21.7,   0.0
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 04,      46,      45,       1,97.8,746,*,*,*,*,      13,28.9,*,*,*,*,      20,44.4,741,      17,41.5,   2.9
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 05,      39,      39,       0,100.0,738,       6,15.4,       6,15.4,      14,35.9,*,*,*,*,      13,33.3,731,      13,31.0,   2.3
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 06,      48,      47,       1,97.9,732,       7,14.9,      16,34.0,       8,17.0,*,*,*,*,      16,34.0,737,      15,34.9,  -0.9
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 07,      44,      41,       3,93.2,737,*,*,*,*,      12,29.3,*,*,*,*,      14,34.1,753,      21,55.3, -21.2
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,English Language Arts,English Language Arts Grade 08,      38,      37,       1,97.4,747,*,*,*,*,      11,29.7,*,*,*,*,      17,45.9,735,      13,41.9,   4.0
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,All Grades,     261,     252,       9,96.6,732,      33,13.1,      69,27.4,      80,31.7,*,*,*,*,      70,27.8,733,      71,29.6,  -1.8
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,Mathematics Grade 03,      46,      46,       0,100.0,732,*,*,*,*,      17,37.0,*,*,*,*,      13,28.3,730,      14,30.4,  -2.1
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,Mathematics Grade 04,      46,      45,       1,97.8,738,*,*,*,*,      13,28.9,*,*,*,*,      17,37.8,736,      15,36.6,   1.2
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,Mathematics Grade 05,      39,      39,       0,100.0,725,       7,17.9,      15,38.5,       7,17.9,*,*,*,*,      10,25.6,726,       7,16.7,   8.9
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,Mathematics Grade 06,      48,      46,       2,95.8,717,      11,23.9,      18,39.1,      12,26.1,*,*,*,*,       5,10.9,739,      13,31.0, -20.1
SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,Mathematics,Mathematics Grade 07,      44,      41,       3,93.2,737,*,*,*,*,      17,41.5,*,*,*,*,      10,24.4,740,      13,34.2,  -9.8
